bairro,endereco,area,quartos,banheiros,vaga,aluguel,condominio,endereco_completo,latitude,longitude,aluguel_num
Vila Buarque,Rua General Jardim,27.0,1.0,1.0,0,R$ 2.500,R$ 550 Condominio,"Rua General Jardim, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5446395,-46.6489344,2500.0
Sé,Rua Conde de Sarzedas,33.0,2.0,1.0,0,R$ 2.500,R$ 420 Condominio,"Rua Conde de Sarzedas, Sé, São Paulo, São Paulo, Brasil",-23.5539785,-46.6310649,2500.0
Sé,Rua Conde de Sarzedas,33.0,2.0,1.0,0,R$ 2.500,R$ 420 Condominio,"Rua Conde de Sarzedas, Sé, São Paulo, São Paulo, Brasil",-23.5539785,-46.6310649,2500.0
Sé,Rua Conde de Sarzedas,33.0,2.0,1.0,0,R$ 2.500,R$ 420 Condominio,"Rua Conde de Sarzedas, Sé, São Paulo, São Paulo, Brasil",-23.5539785,-46.6310649,2500.0
Sé,Rua dos Estudantes,28.0,1.0,1.0,0,R$ 2.500,R$ 400 Condominio,"Rua dos Estudantes, Sé, São Paulo, São Paulo, Brasil",-23.5553712,-46.6317971,2500.0
Vila Buarque,Rua Amaral Gurgel,26.0,1.0,1.0,0,R$ 2.500,R$ 560 Condominio,"Rua Amaral Gurgel, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5443915,-46.647709,2500.0
Sé,Rua Conde de Sarzedas,33.0,2.0,1.0,0,R$ 2.500,R$ 420 Condominio,"Rua Conde de Sarzedas, Sé, São Paulo, São Paulo, Brasil",-23.5539785,-46.6310649,2500.0
Vila Buarque,Rua General Jardim,51.0,1.0,1.0,0,R$ 2.500,R$ 693 Condominio,"Rua General Jardim, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5446395,-46.6489344,2500.0
Vila Buarque,Rua Major Sertório,42.0,1.0,1.0,0,R$ 2.500,R$ 485 Condominio,"Rua Major Sertório, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5453915,-46.6487475,2500.0
Sé,Rua Conde de Sarzedas,33.0,2.0,1.0,0,R$ 2.500,R$ 420 Condominio,"Rua Conde de Sarzedas, Sé, São Paulo, São Paulo, Brasil",-23.5539785,-46.6310649,2500.0
Sé,Rua Conde de Sarzedas,33.0,2.0,1.0,0,R$ 2.500,R$ 420 Condominio,"Rua Conde de Sarzedas, Sé, São Paulo, São Paulo, Brasil",-23.5539785,-46.6310649,2500.0
Sé,Rua Conde de Sarzedas,33.0,2.0,1.0,0,R$ 2.500,R$ 420 Condominio,"Rua Conde de Sarzedas, Sé, São Paulo, São Paulo, Brasil",-23.5539785,-46.6310649,2500.0
Centro,Rua Antônio de Godói,53.0,2.0,1.0,0,R$ 2.500,R$ 490 Condominio,"Rua Antônio de Godói, Centro, São Paulo, São Paulo, Brasil",-23.5422341,-46.6375569,2500.0
Sé,Rua dos Estudantes,34.0,2.0,1.0,0,R$ 2.500,R$ 270 Condominio,"Rua dos Estudantes, Sé, São Paulo, São Paulo, Brasil",-23.5553712,-46.6317971,2500.0
Vila Buarque,Rua Frederico Abranches,44.0,1.0,1.0,0,R$ 2.500,R$ 341 Condominio,"Rua Frederico Abranches, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5398099,-46.6499741,2500.0
Centro,"Rua Quirino de Andrade,",28.0,1.0,,0,R$ 2.500,,"Rua Quirino de Andrade,, Centro, São Paulo, São Paulo, Brasil",-23.5478396,-46.6400406,2500.0
Sé,Rua Conde de Sarzedas,33.0,2.0,1.0,0,R$ 2.500,R$ 420 Condominio,"Rua Conde de Sarzedas, Sé, São Paulo, São Paulo, Brasil",-23.5539785,-46.6310649,2500.0
Vila Buarque,"R Martinico Prado, 361",45.0,1.0,,1,R$ 2.500,R$ 565 Condominio,"R Martinico Prado, 361, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5428117,-46.654922,2500.0
Centro,Endereço não informado,47.0,1.0,1.0,1,R$ 2.500,R$ 850 Condominio,"Endereço não informado, Centro, São Paulo, São Paulo, Brasil",-23.5406338,-46.6320967,2500.0
Vila Buarque,"rua aureliano coutinho,",80.0,3.0,1.0,0,R$ 2.500,R$ 700 Condominio,"rua aureliano coutinho,, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5418812,-46.6531833,2500.0
Santa Efigênia,Praça Júlio Mesquita 20,70.0,2.0,1.0,0,R$ 2.500,R$ 570 Condominio,"Praça Júlio Mesquita 20, Santa Efigênia, São Paulo, São Paulo, Brasil",-23.5410019,-46.64215859999999,2500.0
Vila Buarque,Rua Fortunato 188,29.0,1.0,1.0,0,R$ 2.500,R$ 500 Condominio,"Rua Fortunato 188, Vila Buarque, São Paulo, São Paulo, Brasil",-23.540472,-46.65215629999999,2500.0
Centro,R PAIM,40.0,1.0,,1,R$ 2.500,R$ 812 Condominio,"R PAIM, Centro, São Paulo, São Paulo, Brasil",-23.5540332,-46.6502354,2500.0
Vila Buarque,Jaguaribe,300.0,1.0,1.0,1,R$ 2.500,R$ 530 Condominio,"Jaguaribe, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5416171,-46.6529854,2500.0
Vila Buarque,R Major Sertório,24.0,1.0,1.0,0,R$ 2.500,R$ 360 Condominio,"R Major Sertório, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5455333,-46.6471412,2500.0
Vila Buarque,Endereço não informado,70.0,2.0,,0,R$ 2.500,R$ 715 Condominio,"Endereço não informado, Vila Buarque, São Paulo, São Paulo, Brasil",-23.6349061,-46.7008844,2500.0
Vila Buarque,Endereço não informado,25.0,1.0,1.0,0,R$ 2.500,R$ 300 Condominio,"Endereço não informado, Vila Buarque, São Paulo, São Paulo, Brasil",-23.6349061,-46.7008844,2500.0
Centro,RUA COMENDADOR CARLO MARIO GARDANO,,2.0,1.0,1,R$ 2.500,R$ 368 Condominio,"RUA COMENDADOR CARLO MARIO GARDANO, Centro, São Paulo, São Paulo, Brasil",-23.7181695,-46.5548963,2500.0
Vila Buarque,Rua Doutor Vila Nova,30.0,1.0,1.0,0,R$ 2.500,R$ 470 Condominio,"Rua Doutor Vila Nova, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5457054,-46.6503305,2500.0
Vila Buarque,Rua Jaguaribe 382,55.0,1.0,1.0,1,R$ 2.500,R$ 550 Condominio,"Rua Jaguaribe 382, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5415817,-46.65156349999999,2500.0
Centro,"R CONSOLACAO, DA",23.0,1.0,1.0,0,R$ 2.500,R$ 634 Condominio,"R CONSOLACAO, DA, Centro, São Paulo, São Paulo, Brasil",-23.5528373,-46.6590576,2500.0
Centro,Rua Brigadeiro Tobias 478,32.0,1.0,1.0,1,R$ 2.500,R$ 580 Condominio,"Rua Brigadeiro Tobias 478, Centro, São Paulo, São Paulo, Brasil",-23.5388327,-46.6347701,2500.0
Centro,Rua Brigadeiro Tobias,32.0,1.0,,0,R$ 2.500,R$ 580 Condominio,"Rua Brigadeiro Tobias, Centro, São Paulo, São Paulo, Brasil",-23.539384,-46.6350407,2500.0
Centro,"R CONSOLACAO, DA",23.0,1.0,1.0,0,R$ 2.500,R$ 634 Condominio,"R CONSOLACAO, DA, Centro, São Paulo, São Paulo, Brasil",-23.5528373,-46.6590576,2500.0
Centro,Largo do Paissandu,91.0,,1.0,0,R$ 2.500,R$ 698 Condominio,"Largo do Paissandu, Centro, São Paulo, São Paulo, Brasil",-23.542757,-46.6377366,2500.0
Centro,"Rua Brigadeiro Tobias, 478",32.0,1.0,1.0,1,R$ 2.500,R$ 580 Condominio,"Rua Brigadeiro Tobias, 478, Centro, São Paulo, São Paulo, Brasil",-23.5388327,-46.6347701,2500.0
Centro,Largo do Arouche,40.0,1.0,1.0,0,R$ 2.500,R$ 680 Condominio,"Largo do Arouche, Centro, São Paulo, São Paulo, Brasil",-23.5409853,-46.646582,2500.0
Vila Buarque,"Rua Imaculada Conceição, 108",70.0,1.0,1.0,1,R$ 2.500,R$ 950 Condominio,"Rua Imaculada Conceição, 108, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5386806,-46.6532507,2500.0
Sé,Praça da Sé 1,82.0,3.0,,1,R$ 2.500,R$ 1.000 Condominio,"Praça da Sé 1, Sé, São Paulo, São Paulo, Brasil",-23.5493136,-46.6332157,2500.0
Centro,Praça Carlos Gomes,26.0,1.0,1.0,0,R$ 2.500,R$ 330 Condominio,"Praça Carlos Gomes, Centro, São Paulo, São Paulo, Brasil",-23.5533344,-46.6357701,2500.0
Centro,Rua Bento Freitas,21.0,1.0,1.0,0,R$ 2.500,R$ 320 Condominio,"Rua Bento Freitas, Centro, São Paulo, São Paulo, Brasil",-23.5438681,-46.6455288,2500.0
Centro,Largo do Paissandu 51,90.0,1.0,1.0,0,R$ 2.500,,"Largo do Paissandu 51, Centro, São Paulo, São Paulo, Brasil",-23.5428912,-46.6384899,2500.0
Sé,Rua Tabatinguera,1.0,2.0,,0,R$ 2.500,,"Rua Tabatinguera, Sé, São Paulo, São Paulo, Brasil",-23.5524974,-46.6296068,2500.0
Centro,"Avenida Prestes Maia, 241",37.0,1.0,1.0,0,R$ 2.500,R$ 702 Condominio,"Avenida Prestes Maia, 241, Centro, São Paulo, São Paulo, Brasil",-23.5421391,-46.6354864,2500.0
Vila Buarque,Rua Marques de Itu 95,105.0,3.0,,0,R$ 2.500,R$ 1.310 Condominio,"Rua Marques de Itu 95, Vila Buarque, São Paulo, São Paulo, Brasil",-23.544046,-46.645248,2500.0
Centro,"Avenida São João, 563",38.0,1.0,1.0,0,R$ 2.500,,"Avenida São João, 563, Centro, São Paulo, São Paulo, Brasil",-23.5429157,-46.6395734,2500.0
Vila Buarque,Rua Major Sertório,26.0,1.0,1.0,0,R$ 2.507,R$ 500 Condominio,"Rua Major Sertório, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5453915,-46.6487475,2507.0
Vila Buarque,Rua Bento Freitas,31.0,,1.0,0,R$ 2.510,R$ 447 Condominio,"Rua Bento Freitas, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5438681,-46.6455288,2510.0
Centro,Rua Major Quedinho,45.0,1.0,1.0,0,R$ 2.513,R$ 681 Condominio,"Rua Major Quedinho, Centro, São Paulo, São Paulo, Brasil",-23.5497655,-46.6430772,2513.0
Vila Buarque,Rua Doutor Cesário Mota Júnior,26.0,1.0,1.0,0,R$ 2.540,R$ 446 Condominio,"Rua Doutor Cesário Mota Júnior, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5453759,-46.6489592,2540.0
Vila Buarque,Rua Major Sertório,28.0,1.0,1.0,0,R$ 2.540,R$ 350 Condominio,"Rua Major Sertório, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5453915,-46.6487475,2540.0
Centro,Avenida São João,48.0,1.0,1.0,1,R$ 2.544,R$ 553 Condominio,"Avenida São João, Centro, São Paulo, São Paulo, Brasil",-23.5437201,-46.6378763,2544.0
Centro,Rua Brigadeiro Tobias,29.0,1.0,1.0,1,R$ 2.550,R$ 600 Condominio,"Rua Brigadeiro Tobias, Centro, São Paulo, São Paulo, Brasil",-23.539384,-46.6350407,2550.0
Vila Buarque,R Major Sertório,25.0,1.0,,0,R$ 2.550,R$ 492 Condominio,"R Major Sertório, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5455333,-46.6471412,2550.0
Canindé,"Rua Azurita, 48",44.0,2.0,1.0,0,R$ 2.550,R$ 225 Condominio,"Rua Azurita, 48, Canindé, São Paulo, São Paulo, Brasil",-23.5212051,-46.6174352,2550.0
Vila Buarque,Rua Major Sertorio 585,25.0,1.0,1.0,0,R$ 2.550,R$ 492 Condominio,"Rua Major Sertorio 585, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5455985,-46.6498222,2550.0
Santa Efigênia,Praça Júlio Mesquita,45.0,1.0,1.0,1,R$ 2.555,R$ 450 Condominio,"Praça Júlio Mesquita, Santa Efigênia, São Paulo, São Paulo, Brasil",-23.5408406,-46.6424277,2555.0
Vila Buarque,Rua Marquês de Itu,54.0,1.0,1.0,0,R$ 2.559,R$ 382 Condominio,"Rua Marquês de Itu, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5437626,-46.6498096,2559.0
Centro,Praça Carlos Gomes,34.0,1.0,1.0,0,R$ 2.560,R$ 316 Condominio,"Praça Carlos Gomes, Centro, São Paulo, São Paulo, Brasil",-23.5533344,-46.6357701,2560.0
Centro,Largo do Arouche,,1.0,1.0,0,R$ 2.561,,"Largo do Arouche, Centro, São Paulo, São Paulo, Brasil",-23.5409853,-46.646582,2561.0
Vila Buarque,Rua Doutor Cesário Mota Júnior,38.0,1.0,1.0,0,R$ 2.566,R$ 287 Condominio,"Rua Doutor Cesário Mota Júnior, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5453759,-46.6489592,2566.0
Luz,Rua João Teodoro,85.0,2.0,,0,R$ 2.566,,"Rua João Teodoro, Luz, São Paulo, São Paulo, Brasil",-23.5333885,-46.6288272,2566.0
Vila Buarque,Rua das Palmeiras,72.0,2.0,1.0,0,R$ 2.570,R$ 1.180 Condominio,"Rua das Palmeiras, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5373143,-46.6512558,2570.0
Centro,"R Major Quedinho, 224",64.0,2.0,1.0,1,R$ 2.580,R$ 640 Condominio,"R Major Quedinho, 224, Centro, São Paulo, São Paulo, Brasil",-23.5487563,-46.6453498,2580.0
Sé,Rua dos Estudantes,25.0,1.0,1.0,0,R$ 2.600,R$ 250 Condominio,"Rua dos Estudantes, Sé, São Paulo, São Paulo, Brasil",-23.5553712,-46.6317971,2600.0
Centro,Rua Antônio de Godói,34.0,1.0,1.0,0,R$ 2.600,R$ 290 Condominio,"Rua Antônio de Godói, Centro, São Paulo, São Paulo, Brasil",-23.5422341,-46.6375569,2600.0
Centro,Avenida Cásper Líbero,59.0,1.0,1.0,0,R$ 2.600,R$ 800 Condominio,"Avenida Cásper Líbero, Centro, São Paulo, São Paulo, Brasil",-23.539054,-46.636087,2600.0
Vila Buarque,Rua das Palmeiras,10.0,1.0,1.0,0,R$ 2.600,R$ 320 Condominio,"Rua das Palmeiras, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5373143,-46.6512558,2600.0
Centro,Rua Washington Luís,40.0,1.0,1.0,1,R$ 2.600,R$ 599 Condominio,"Rua Washington Luís, Centro, São Paulo, São Paulo, Brasil",-23.5378587,-46.6341964,2600.0
Vila Buarque,Rua Baronesa de Itu,36.0,1.0,1.0,1,R$ 2.600,R$ 595 Condominio,"Rua Baronesa de Itu, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5398724,-46.6552276,2600.0
Vila Buarque,Rua das Palmeiras,42.0,1.0,1.0,1,R$ 2.600,R$ 475 Condominio,"Rua das Palmeiras, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5373143,-46.6512558,2600.0
Centro,Rua Antônio de Godói,38.0,1.0,1.0,0,R$ 2.600,R$ 550 Condominio,"Rua Antônio de Godói, Centro, São Paulo, São Paulo, Brasil",-23.5422341,-46.6375569,2600.0
Centro,RUA BRASILIO MACHADO,69.0,2.0,1.0,1,R$ 2.600,R$ 220 Condominio,"RUA BRASILIO MACHADO, Centro, São Paulo, São Paulo, Brasil",-23.7183719,-46.5455899,2600.0
Centro,Praça da República,39.0,1.0,1.0,1,R$ 2.600,R$ 983 Condominio,"Praça da República, Centro, São Paulo, São Paulo, Brasil",-23.5438292,-46.6421961,2600.0
Centro,"R Major Quedinho, 6",64.0,2.0,1.0,1,R$ 2.600,R$ 844 Condominio,"R Major Quedinho, 6, Centro, São Paulo, São Paulo, Brasil",-23.5484091,-46.6427761,2600.0
Centro,Rua Martins Fontes,45.0,1.0,1.0,1,R$ 2.600,R$ 714 Condominio,"Rua Martins Fontes, Centro, São Paulo, São Paulo, Brasil",-23.5492334,-46.6442819,2600.0
Vila Buarque,Rua Jaguaribe,24.0,1.0,1.0,0,R$ 2.620,R$ 490 Condominio,"Rua Jaguaribe, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5416171,-46.6529854,2620.0
Centro,Rua Aurora,25.0,1.0,1.0,0,R$ 2.630,R$ 350 Condominio,"Rua Aurora, Centro, São Paulo, São Paulo, Brasil",-23.5390208,-46.6387669,2630.0
Vila Buarque,Rua Martinico Prado,50.0,2.0,1.0,0,R$ 2.636,R$ 501 Condominio,"Rua Martinico Prado, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5426775,-46.6543719,2636.0
Centro,Rua Washington Luís,40.0,1.0,1.0,1,R$ 2.640,R$ 650 Condominio,"Rua Washington Luís, Centro, São Paulo, São Paulo, Brasil",-23.5378587,-46.6341964,2640.0
Vila Buarque,Rua Marques de Itu,70.0,2.0,1.0,1,R$ 2.641,R$ 1.450 Condominio,"Rua Marques de Itu, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5437626,-46.6498096,2641.0
Vila Buarque,Rua Major Sertório,28.0,1.0,1.0,0,R$ 2.650,R$ 450 Condominio,"Rua Major Sertório, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5453915,-46.6487475,2650.0
Centro,Rua Brigadeiro Tobias 334,55.0,1.0,1.0,1,R$ 2.650,R$ 580 Condominio,"Rua Brigadeiro Tobias 334, Centro, São Paulo, São Paulo, Brasil",-23.5400795,-46.6351169,2650.0
Centro,AV Brigadeiro Luís Antônio,42.0,1.0,1.0,1,R$ 2.650,R$ 558 Condominio,"AV Brigadeiro Luís Antônio, Centro, São Paulo, São Paulo, Brasil",-23.5697557,-46.6510449,2650.0
Centro,Rua Brigadeiro Tobias 334,55.0,1.0,1.0,1,R$ 2.650,R$ 580 Condominio,"Rua Brigadeiro Tobias 334, Centro, São Paulo, São Paulo, Brasil",-23.5400795,-46.6351169,2650.0
Centro,Rua Brigadeiro Tobias 334,55.0,1.0,1.0,1,R$ 2.650,R$ 580 Condominio,"Rua Brigadeiro Tobias 334, Centro, São Paulo, São Paulo, Brasil",-23.5400795,-46.6351169,2650.0
Centro,Rua Brigadeiro Tobias 334,55.0,1.0,1.0,1,R$ 2.650,R$ 580 Condominio,"Rua Brigadeiro Tobias 334, Centro, São Paulo, São Paulo, Brasil",-23.5400795,-46.6351169,2650.0
Vila Buarque,Rua General Jardim,34.0,2.0,1.0,0,R$ 2.654,R$ 455 Condominio,"Rua General Jardim, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5446395,-46.6489344,2654.0
Vila Buarque,Rua Marquês de Itu,65.0,1.0,1.0,0,R$ 2.670,R$ 479 Condominio,"Rua Marquês de Itu, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5437626,-46.6498096,2670.0
Centro,"AV Da Liberdade, 574",26.0,1.0,1.0,0,R$ 2.670,R$ 430 Condominio,"AV Da Liberdade, 574, Centro, São Paulo, São Paulo, Brasil",-23.5577325,-46.6370289,2670.0
Vila Buarque,Rua Cunha Horta,80.0,2.0,1.0,0,R$ 2.689,R$ 900 Condominio,"Rua Cunha Horta, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5462056,-46.6484572,2689.0
Luz,Rua Vinte E Cinco de Janeiro,34.0,1.0,1.0,0,R$ 2.690,R$ 363 Condominio,"Rua Vinte E Cinco de Janeiro, Luz, São Paulo, São Paulo, Brasil",-23.5354799,-46.6310363,2690.0
Vila Buarque,Rua Fortunato,29.0,1.0,1.0,0,R$ 2.700,R$ 550 Condominio,"Rua Fortunato, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5403087,-46.6517888,2700.0
Vila Buarque,Rua Cunha Horta,80.0,2.0,,0,R$ 2.700,R$ 1.129 Condominio,"Rua Cunha Horta, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5462056,-46.6484572,2700.0
Centro,Avenida Cásper Líbero,27.0,1.0,1.0,0,R$ 2.700,R$ 369 Condominio,"Avenida Cásper Líbero, Centro, São Paulo, São Paulo, Brasil",-23.539054,-46.636087,2700.0
Vila Buarque,Rua Major Sertório,30.0,1.0,1.0,0,R$ 2.700,,"Rua Major Sertório, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5453915,-46.6487475,2700.0
Vila Buarque,Rua Marquês de Itu,62.0,1.0,1.0,1,R$ 2.700,R$ 743 Condominio,"Rua Marquês de Itu, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5437626,-46.6498096,2700.0
Vila Buarque,Rua Marquês de Itu,90.0,3.0,,0,R$ 2.700,R$ 1.400 Condominio,"Rua Marquês de Itu, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5437626,-46.6498096,2700.0
Sé,Rua dos Estudantes,30.0,1.0,1.0,0,R$ 2.700,R$ 220 Condominio,"Rua dos Estudantes, Sé, São Paulo, São Paulo, Brasil",-23.5553712,-46.6317971,2700.0
Vila Buarque,Fortunato,56.0,1.0,1.0,1,R$ 2.700,R$ 770 Condominio,"Fortunato, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5403087,-46.6517888,2700.0
Sé,Rua Tabatinguera 462,22.0,1.0,1.0,0,R$ 2.700,R$ 450 Condominio,"Rua Tabatinguera 462, Sé, São Paulo, São Paulo, Brasil",-23.5522923,-46.6286231,2700.0
Vila Buarque,Rua Doutor Cesário Mota Júnior 568,26.0,1.0,1.0,0,R$ 2.700,R$ 445 Condominio,"Rua Doutor Cesário Mota Júnior 568, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5468959,-46.6490873,2700.0
Vila Buarque,"Rua General Jardim, 638 Apto 73",26.0,,1.0,0,R$ 2.700,R$ 290 Condominio,"Rua General Jardim, 638 Apto 73, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5443952,-46.6507337,2700.0
Centro,Rua Florêncio de Abreu,31.0,1.0,1.0,0,R$ 2.700,,"Rua Florêncio de Abreu, Centro, São Paulo, São Paulo, Brasil",-23.5398983,-46.6328623,2700.0
Centro,Avenida Brigadeiro Luís Antônio,38.0,1.0,1.0,1,R$ 2.700,R$ 549 Condominio,"Avenida Brigadeiro Luís Antônio, Centro, São Paulo, São Paulo, Brasil",-23.5697557,-46.6510449,2700.0
Vila Buarque,Rua Doutor Cesario Mota Junior,26.0,1.0,1.0,0,R$ 2.700,R$ 440 Condominio,"Rua Doutor Cesario Mota Junior, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5453759,-46.6489592,2700.0
Centro,"Rua Major Quedinho,",50.0,1.0,1.0,1,R$ 2.700,R$ 800 Condominio,"Rua Major Quedinho,, Centro, São Paulo, São Paulo, Brasil",-23.5497655,-46.6430772,2700.0
Vila Buarque,Rua Doutor Cesario Mota Junior,26.0,1.0,1.0,0,R$ 2.700,R$ 445 Condominio,"Rua Doutor Cesario Mota Junior, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5453759,-46.6489592,2700.0
Vila Buarque,RUA DAS PALMEIRAS 104,80.0,2.0,1.0,0,R$ 2.700,R$ 216 Condominio,"RUA DAS PALMEIRAS 104, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5380083,-46.6502408,2700.0
Centro,"R Major Quedinho, 224",50.0,1.0,1.0,1,R$ 2.716,R$ 2.001 Condominio,"R Major Quedinho, 224, Centro, São Paulo, São Paulo, Brasil",-23.5487563,-46.6453498,2716.0
Centro,Rua Brigadeiro Tobias,64.0,1.0,1.0,0,R$ 2.723,R$ 672 Condominio,"Rua Brigadeiro Tobias, Centro, São Paulo, São Paulo, Brasil",-23.539384,-46.6350407,2723.0
Luz,Avenida Tiradentes,52.0,2.0,1.0,1,R$ 2.730,R$ 800 Condominio,"Avenida Tiradentes, Luz, São Paulo, São Paulo, Brasil",-23.5290926,-46.631703,2730.0
Vila Buarque,Rua General Jardim,26.0,1.0,1.0,0,R$ 2.740,R$ 427 Condominio,"Rua General Jardim, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5446395,-46.6489344,2740.0
Vila Buarque,Alameda Barros,36.0,1.0,1.0,1,R$ 2.740,R$ 1.050 Condominio,"Alameda Barros, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5371947,-46.6535713,2740.0
Vila Buarque,Rua Jaguaribe,24.0,1.0,1.0,0,R$ 2.750,R$ 494 Condominio,"Rua Jaguaribe, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5416171,-46.6529854,2750.0
Centro,Avenida Prestes Maia,37.0,1.0,1.0,0,R$ 2.750,R$ 498 Condominio,"Avenida Prestes Maia, Centro, São Paulo, São Paulo, Brasil",-23.5396645,-46.6340752,2750.0
Centro,Avenida Brigadeiro Luís Antônio 323,42.0,1.0,1.0,1,R$ 2.750,R$ 538 Condominio,"Avenida Brigadeiro Luís Antônio 323, Centro, São Paulo, São Paulo, Brasil",-23.5534664,-46.6380562,2750.0
Vila Buarque,R Jaguaribe,30.0,1.0,1.0,0,R$ 2.750,R$ 580 Condominio,"R Jaguaribe, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5416171,-46.6529854,2750.0
Vila Buarque,R Jaguaribe,24.0,1.0,1.0,0,R$ 2.750,R$ 490 Condominio,"R Jaguaribe, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5416171,-46.6529854,2750.0
Vila Buarque,Rua Barão de Tatuí,70.0,2.0,1.0,0,R$ 2.755,R$ 850 Condominio,"Rua Barão de Tatuí, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5382464,-46.6538963,2755.0
Centro,Avenida Prestes Maia,37.0,1.0,1.0,0,R$ 2.760,R$ 498 Condominio,"Avenida Prestes Maia, Centro, São Paulo, São Paulo, Brasil",-23.5396645,-46.6340752,2760.0
Centro,Rua Aurora,25.0,1.0,1.0,0,R$ 2.760,R$ 234 Condominio,"Rua Aurora, Centro, São Paulo, São Paulo, Brasil",-23.5390208,-46.6387669,2760.0
Vila Buarque,Rua Major Sertório,58.0,2.0,,0,R$ 2.761,R$ 599 Condominio,"Rua Major Sertório, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5453915,-46.6487475,2761.0
Vila Buarque,Rua Jaguaribe,44.0,1.0,1.0,1,R$ 2.778,R$ 701 Condominio,"Rua Jaguaribe, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5416171,-46.6529854,2778.0
Vila Buarque,Rua Doutor Cesário Mota Júnior,55.0,2.0,1.0,0,R$ 2.781,R$ 500 Condominio,"Rua Doutor Cesário Mota Júnior, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5453759,-46.6489592,2781.0
Canindé,Rua Azurita 48,44.0,2.0,1.0,0,R$ 2.799,R$ 240 Condominio,"Rua Azurita 48, Canindé, São Paulo, São Paulo, Brasil",-23.5212051,-46.6174352,2799.0
Centro,Rua Álvaro de Carvalho,37.0,2.0,1.0,0,R$ 2.800,R$ 600 Condominio,"Rua Álvaro de Carvalho, Centro, São Paulo, São Paulo, Brasil",-23.5491833,-46.6425156,2800.0
Centro,Rua Aurora,25.0,1.0,1.0,0,R$ 2.800,R$ 366 Condominio,"Rua Aurora, Centro, São Paulo, São Paulo, Brasil",-23.5390208,-46.6387669,2800.0
Centro,Rua Washington Luís,22.0,1.0,1.0,0,R$ 2.800,R$ 450 Condominio,"Rua Washington Luís, Centro, São Paulo, São Paulo, Brasil",-23.5378587,-46.6341964,2800.0
Vila Buarque,Rua das Palmeiras,11.0,1.0,1.0,0,R$ 2.800,R$ 350 Condominio,"Rua das Palmeiras, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5373143,-46.6512558,2800.0
Vila Buarque,Rua Martinico Prado,52.0,2.0,1.0,0,R$ 2.800,R$ 550 Condominio,"Rua Martinico Prado, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5426775,-46.6543719,2800.0
Centro,Rua Martins Fontes,50.0,1.0,1.0,1,R$ 2.800,R$ 834 Condominio,"Rua Martins Fontes, Centro, São Paulo, São Paulo, Brasil",-23.5492334,-46.6442819,2800.0
